Time,Event,Crane,Location,Plate
69031,Pick_up,Crane-2,A08,SP-RS-A08-020
69031,Move_from,Crane-2,A08,
69032,Release,,cn2,
69035,Release,,cn1,
69041,Move_to,Crane-2,A13,
69041,Put_down,Crane-2,A13,SP-RS-A08-020
69041,Move_from,Crane-2,A13,
69041,Move_to,Crane-2,A13,
69041,Put_down,Crane-2,A13,SP-RS-A08-021
69041,Move_from,Crane-2,A13,
69053,Move_to,Crane-2,A19,
69053,Pick_up,Crane-2,A19,SP-RT-A19-084
69053,Move_from,Crane-2,A19,
69067,Move_to,Crane-2,cn2,
69067,Put_down,Crane-2,cn2,SP-RT-A19-084
69067,Move_from,Crane-2,cn2,
69075,Move_to,Crane-1,B24,
69075,Move_from,Crane-1,B24,
69075,Move_to,Crane-2,B28,
69075,Move_from,Crane-2,B28,
69075,Move_to,Crane-1,B24,
69075,Put_down,Crane-1,B24,SP-RS-B03-039
69075,Move_from,Crane-1,B24,
69101,Move_to,Crane-2,B17,
69101,Pick_up,Crane-2,B17,SP-RT-B17-083
69101,Move_from,Crane-2,B17,
69111,Move_to,Crane-2,cn1,
69111,Put_down,Crane-2,cn1,SP-RT-B17-083
69111,Move_from,Crane-2,cn1,
69115,Release,,cn1,
69125,Move_to,Crane-1,B00,
69125,Pick_up,Crane-1,B00,SP-ST-B00-342
69125,Move_from,Crane-1,B00,
69131,Move_to,Crane-1,B03,
69131,Avoiding_wait_start,Crane-1,B03,
69139,Avoiding_wait_finish,Crane-1,B03,
69139,Move_from,Crane-1,B03,
69139,Move_to,Crane-2,A08,
69139,Pick_up,Crane-2,A08,SP-RS-A08-019
69139,Move_from,Crane-2,A08,
69139,Move_to,Crane-2,A08,
69139,Pick_up,Crane-2,A08,SP-RS-A08-018
69139,Move_from,Crane-2,A08,
69149,Move_to,Crane-1,B08,
69149,Move_from,Crane-1,B08,
69149,Move_to,Crane-1,B08,
69149,Put_down,Crane-1,B08,SP-ST-B00-342
69149,Move_from,Crane-1,B08,
69193,Move_to,Crane-1,A28,
69193,Move_from,Crane-1,A28,
69193,Move_to,Crane-1,A28,
69193,Pick_up,Crane-1,A28,SP-RT-A28-072
69193,Move_from,Crane-1,A28,
69201,Move_to,Crane-2,B37,
69201,Put_down,Crane-2,B37,SP-RS-A08-018
69201,Move_from,Crane-2,B37,
69201,Move_to,Crane-2,B37,
69201,Put_down,Crane-2,B37,SP-RS-A08-019
69201,Move_from,Crane-2,B37,
69209,Move_to,Crane-1,cn1,
69209,Move_from,Crane-1,cn1,
69209,Move_to,Crane-1,cn1,
69209,Put_down,Crane-1,cn1,SP-RT-A28-072
69209,Move_from,Crane-1,cn1,
69247,Move_to,Crane-1,A03,
69247,Pick_up,Crane-1,A03,SP-RS-A03-014
69247,Move_from,Crane-1,A03,
69247,Move_to,Crane-1,A03,
69247,Avoiding_wait_start,Crane-1,A03,
69263,Avoiding_wait_finish,Crane-1,A03,
69263,Move_from,Crane-1,A03,
69263,Move_to,Crane-2,A08,
69263,Pick_up,Crane-2,A08,SP-RS-A08-017
69263,Move_from,Crane-2,A08,
69299,Move_to,Crane-1,A21,
69299,Put_down,Crane-1,A21,SP-RS-A03-014
69299,Move_from,Crane-1,A21,
69303,Move_to,Crane-2,A26,
69303,Put_down,Crane-2,A26,SP-RS-A08-017
69303,Move_from,Crane-2,A26,
69308,Release,,cn1,
69332,Release,,cn2,
69335,Move_to,Crane-1,B03,
69335,Pick_up,Crane-1,B03,SP-RS-B03-038
69335,Move_from,Crane-1,B03,
69335,Move_to,Crane-1,B03,
69335,Avoiding_wait_start,Crane-1,B03,
69343,Avoiding_wait_finish,Crane-1,B03,
69343,Move_from,Crane-1,B03,
69343,Move_to,Crane-2,A08,
69343,Pick_up,Crane-2,A08,SP-RS-A08-016
69343,Move_from,Crane-2,A08,
69393,Move_to,Crane-1,B26,
69393,Put_down,Crane-1,B26,SP-RS-B03-038
69393,Move_to,Crane-2,B31,
69393,Move_from,Crane-2,B31,
69393,Move_from,Crane-1,B26,
69403,Move_to,Crane-2,B26,
69403,Put_down,Crane-2,B26,SP-RS-A08-016
69403,Move_from,Crane-2,B26,
69409,Move_to,Crane-2,A24,
69409,Pick_up,Crane-2,A24,SP-RT-A24-076
69409,Move_from,Crane-2,A24,
69411,Move_to,Crane-2,cn2,
69411,Put_down,Crane-2,cn2,SP-RT-A24-076
69411,Waiting Start,Crane-2,cn2,
69413,Move_to,Crane-1,A18,
69413,Pick_up,Crane-1,A18,SP-RT-A18-051
69413,Move_from,Crane-1,A18,
69421,Move_to,Crane-1,cn1,
69421,Put_down,Crane-1,cn1,SP-RT-A18-051
69421,Waiting Finish,Crane-2,cn2,
69421,Move_from,Crane-1,cn1,
69421,Waiting Start,Crane-2,cn2,
69459,Release,,cn1,
69459,Waiting Finish,Crane-2,cn2,
69459,Move_from,Crane-2,cn2,
69465,Move_to,Crane-1,B00,
69465,Pick_up,Crane-1,B00,SP-ST-B00-341
69465,Move_from,Crane-1,B00,
69475,Move_to,Crane-2,A18,
69475,Pick_up,Crane-2,A18,SP-RT-A18-050
69475,Move_from,Crane-2,A18,
69483,Move_to,Crane-2,cn1,
69483,Put_down,Crane-2,cn1,SP-RT-A18-050
69483,Waiting Start,Crane-2,cn1,
69497,Release,,cn1,
69497,Waiting Finish,Crane-2,cn1,
69497,Move_from,Crane-2,A40,
69497,Move_to,Crane-2,A40,
69497,Avoiding_wait_start,Crane-2,A40,
69505,Release,,cn2,
69539,Avoiding_wait_finish,Crane-2,A40,
69539,Move_from,Crane-2,A40,
69539,Move_to,Crane-1,A35,
69539,Put_down,Crane-1,A35,SP-ST-B00-341
69539,Move_from,Crane-1,A35,
69563,Move_to,Crane-2,A28,
69563,Pick_up,Crane-2,A28,SP-RT-A28-071
69563,Move_from,Crane-2,A28,
69573,Move_to,Crane-1,B20,
69573,Pick_up,Crane-1,B20,SP-RT-B20-066
69573,Move_from,Crane-1,B20,
69579,Move_to,Crane-2,cn1,
69579,Put_down,Crane-2,cn1,SP-RT-A28-071
69579,Move_to,Crane-1,B17,
69579,Move_from,Crane-1,B17,
69579,Waiting Start,Crane-2,cn1,
69597,Move_to,Crane-1,cn2,
69597,Put_down,Crane-1,cn2,SP-RT-B20-066
69597,Waiting Finish,Crane-2,A29,
69597,Move_from,Crane-1,cn2,
69597,Waiting Start,Crane-2,A29,
69602,Release,,cn2,
69602,Waiting Finish,Crane-2,A29,
69602,Move_from,Crane-2,A29,
69626,Move_to,Crane-2,A19,
69626,Pick_up,Crane-2,A19,SP-RT-A19-083
69626,Move_from,Crane-2,A19,
69631,Release,,cn1,
69640,Move_to,Crane-2,cn2,
69640,Put_down,Crane-2,cn2,SP-RT-A19-083
69640,Move_from,Crane-2,cn2,
69643,Move_to,Crane-1,B03,
69643,Pick_up,Crane-1,B03,SP-RS-B03-037
69643,Move_from,Crane-1,B03,
69647,Move_to,Crane-1,A01,
69647,Put_down,Crane-1,A01,SP-RS-B03-037
69647,Move_from,Crane-1,A01,
69651,Move_to,Crane-1,A03,
69651,Pick_up,Crane-1,A03,SP-RS-A03-013
69651,Move_from,Crane-1,A03,
69655,Move_to,Crane-1,A01,
69655,Put_down,Crane-1,A01,SP-RS-A03-013
69655,Move_from,Crane-1,A01,
69656,Move_to,Crane-2,A18,
69656,Pick_up,Crane-2,A18,SP-RT-A18-049
69656,Move_from,Crane-2,A18,
69659,Move_to,Crane-1,A03,
69659,Pick_up,Crane-1,A03,SP-RS-A03-012
69659,Move_from,Crane-1,A03,
69661,Move_to,Crane-1,A04,
69661,Put_down,Crane-1,A04,SP-RS-A03-012
69661,Move_from,Crane-1,A04,
69663,Move_to,Crane-1,B03,
69663,Pick_up,Crane-1,B03,SP-RS-B03-036
69663,Move_from,Crane-1,B03,
69664,Move_to,Crane-2,cn1,
69664,Put_down,Crane-2,cn1,SP-RT-A18-049
69664,Waiting Start,Crane-2,cn1,
69665,Release,,cn1,
69665,Waiting Finish,Crane-2,cn1,
69665,Move_from,Crane-2,cn1,
69673,Move_to,Crane-2,A18,
69673,Pick_up,Crane-2,A18,SP-RT-A18-048
69673,Move_from,Crane-2,A18,
69681,Move_to,Crane-2,cn1,
69681,Put_down,Crane-2,cn1,SP-RT-A18-048
69681,Waiting Start,Crane-2,cn1,
69687,Move_to,Crane-1,B15,
69687,Put_down,Crane-1,B15,SP-RS-B03-036
69687,Waiting Finish,Crane-2,cn1,
69687,Move_from,Crane-1,B15,
69687,Waiting Start,Crane-2,cn1,
69694,Release,,cn2,
69694,Waiting Finish,Crane-2,cn1,
69694,Move_from,Crane-2,cn1,
69696,Move_to,Crane-2,B22,
69696,Pick_up,Crane-2,B22,SP-RT-B22-061
69696,Move_from,Crane-2,B22,
69701,Move_to,Crane-1,A08,
69701,Pick_up,Crane-1,A08,SP-RS-A08-015
69701,Move_from,Crane-1,A08,
69702,Move_to,Crane-2,cn2,
69702,Put_down,Crane-2,cn2,SP-RT-B22-061
69702,Move_from,Crane-2,cn2,
69713,Release,,cn1,
69715,Move_to,Crane-1,B01,
69715,Put_down,Crane-1,B01,SP-RS-A08-015
69715,Move_from,Crane-1,B01,
69719,Move_to,Crane-1,B03,
69719,Avoiding_wait_start,Crane-1,B03,
69738,Avoiding_wait_finish,Crane-1,B03,
69738,Move_from,Crane-1,B03,
69738,Move_to,Crane-2,A08,
69738,Pick_up,Crane-2,A08,SP-RS-A08-014
69738,Move_from,Crane-2,A08,
69774,Move_to,Crane-1,B21,
69774,Pick_up,Crane-1,B21,SP-RT-B21-067
69774,Move_from,Crane-1,B21,
69776,Move_to,Crane-1,cn1,
69776,Put_down,Crane-1,cn1,SP-RT-B21-067
69776,Move_from,Crane-1,cn1,
69800,Move_to,Crane-2,B37,
69800,Put_down,Crane-2,B37,SP-RS-A08-014
69800,Move_from,Crane-2,B37,
69807,Release,,cn2,
69820,Move_to,Crane-1,B00,
69820,Pick_up,Crane-1,B00,SP-ST-B00-340
69820,Move_from,Crane-1,B00,
69836,Move_to,Crane-1,B08,
69836,Put_down,Crane-1,B08,SP-ST-B00-340
69836,Move_from,Crane-1,B08,
69846,Move_to,Crane-1,B03,
69846,Avoiding_wait_start,Crane-1,B03,
69862,Avoiding_wait_finish,Crane-1,B03,
69862,Move_from,Crane-1,B03,
69862,Move_to,Crane-2,A08,
69862,Pick_up,Crane-2,A08,SP-RS-A08-013
69862,Move_from,Crane-2,A08,
69881,Release,,cn1,
69888,Move_to,Crane-2,A21,
69888,Put_down,Crane-2,A21,SP-RS-A08-013
69888,Move_from,Crane-2,A21,
69902,Move_to,Crane-1,B22,
69902,Pick_up,Crane-1,B22,SP-RT-B22-060
69902,Move_to,Crane-2,B26,
69902,Move_from,Crane-2,B26,
69902,Move_from,Crane-1,B22,
69924,Move_to,Crane-2,B17,
69924,Pick_up,Crane-2,B17,SP-RT-B17-082
69924,Move_to,Crane-1,B12,
69924,Move_from,Crane-1,B12,
69924,Move_from,Crane-2,B17,
69934,Move_to,Crane-2,cn1,
69934,Put_down,Crane-2,cn1,SP-RT-B17-082
69934,Waiting Start,Crane-2,cn1,
69952,Move_to,Crane-1,cn2,
69952,Put_down,Crane-1,cn2,SP-RT-B22-060
69952,Waiting Finish,Crane-2,B29,
69952,Move_from,Crane-1,cn2,
69952,Waiting Start,Crane-2,B29,
69977,Release,,cn2,
69977,Waiting Finish,Crane-2,B29,
69977,Move_from,Crane-2,B29,
69988,Move_to,Crane-1,A08,
69988,Pick_up,Crane-1,A08,SP-RS-A08-012
69988,Move_from,Crane-1,A08,
70001,Move_to,Crane-2,A19,
70001,Pick_up,Crane-2,A19,SP-RT-A19-082
70001,Move_from,Crane-2,A19,
70002,Move_to,Crane-1,A01,
70002,Put_down,Crane-1,A01,SP-RS-A08-012
70002,Move_from,Crane-1,A01,
70004,Move_to,Crane-1,B00,
70004,Pick_up,Crane-1,B00,SP-ST-B00-339
70004,Move_from,Crane-1,B00,
70015,Move_to,Crane-2,cn2,
70015,Put_down,Crane-2,cn2,SP-RT-A19-082
70015,Move_from,Crane-2,cn2,
70030,Move_to,Crane-1,A13,
70030,Put_down,Crane-1,A13,SP-ST-B00-339
70030,Move_from,Crane-1,A13,
70031,Release,,cn3,
70050,Move_to,Crane-1,B03,
70050,Pick_up,Crane-1,B03,SP-RS-B03-035
70050,Move_from,Crane-1,B03,
70050,Move_to,Crane-1,B03,
70050,Avoiding_wait_start,Crane-1,B03,
70051,Avoiding_wait_finish,Crane-1,B03,
70051,Move_from,Crane-1,B03,
70051,Move_to,Crane-2,A08,
70051,Pick_up,Crane-2,A08,SP-RS-A08-011
70051,Move_from,Crane-2,A08,
70075,Move_to,Crane-1,B15,
70075,Put_down,Crane-1,B15,SP-RS-B03-035
70075,Move_from,Crane-1,B15,
70077,Release,,cn2,
70085,Move_to,Crane-2,B24,
70085,Put_down,Crane-2,B24,SP-RS-A08-011
70085,Move_from,Crane-2,B24,
70087,Release,,cn1,
70099,Move_to,Crane-1,A03,
70099,Pick_up,Crane-1,A03,SP-RS-A03-011
70099,Move_from,Crane-1,A03,
70119,Move_to,Crane-2,B40,
70119,Pick_up,Crane-2,B40,SP-RT-B40-133
70119,Move_to,Crane-1,A13,
70119,Put_down,Crane-1,A13,SP-RS-A03-011
70119,Move_from,Crane-2,B40,
70119,Move_from,Crane-1,A13,
70121,Move_to,Crane-2,cn3,
70121,Put_down,Crane-2,cn3,SP-RT-B40-133
70121,Move_from,Crane-2,cn3,
70131,Move_to,Crane-1,A19,
70131,Pick_up,Crane-1,A19,SP-RT-A19-081
70131,Move_from,Crane-1,A19,
70145,Move_to,Crane-1,cn2,
70145,Put_down,Crane-1,cn2,SP-RT-A19-081
70145,Move_from,Crane-1,cn2,
70147,Move_to,Crane-2,A28,
70147,Pick_up,Crane-2,A28,SP-RT-A28-070
70147,Move_from,Crane-2,A28,
70163,Move_to,Crane-2,cn1,
70163,Put_down,Crane-2,cn1,SP-RT-A28-070
70163,Waiting Start,Crane-2,cn1,
70191,Move_to,Crane-1,B03,
70191,Pick_up,Crane-1,B03,SP-RS-B03-034
70191,Move_from,Crane-1,B03,
70215,Move_to,Crane-1,B15,
70215,Put_down,Crane-1,B15,SP-RS-B03-034
70215,Waiting Finish,Crane-2,cn1,
70215,Move_from,Crane-1,B15,
70215,Waiting Start,Crane-2,cn1,
70239,Release,,cn1,
70239,Waiting Finish,Crane-2,cn1,
70239,Move_to,Crane-1,B03,
70239,Pick_up,Crane-1,B03,SP-RS-B03-033
70239,Move_from,Crane-1,B03,
70239,Move_from,Crane-2,cn1,
70257,Move_to,Crane-2,B29,
70257,Pick_up,Crane-2,B29,SP-RT-B29-057
70257,Move_from,Crane-2,B29,
70267,Move_to,Crane-2,cn2,
70267,Avoiding_wait_start,Crane-2,cn2,
70275,Avoiding_wait_finish,Crane-2,cn2,
70275,Move_from,Crane-2,cn2,
70275,Move_to,Crane-1,A21,
70275,Put_down,Crane-1,A21,SP-RS-B03-033
70275,Move_from,Crane-1,A21,
70283,Move_to,Crane-2,cn1,
70283,Put_down,Crane-2,cn1,SP-RT-B29-057
70283,Waiting Start,Crane-2,cn1,
70286,Release,,cn1,
70286,Waiting Finish,Crane-2,cn1,
70286,Move_from,Crane-2,cn1,
70294,Move_to,Crane-2,A18,
70294,Pick_up,Crane-2,A18,SP-RT-A18-047
70294,Move_from,Crane-2,A18,
70302,Move_to,Crane-2,cn1,
70302,Put_down,Crane-2,cn1,SP-RT-A18-047
70302,Waiting Start,Crane-2,cn1,
70311,Move_to,Crane-1,A03,
70311,Pick_up,Crane-1,A03,SP-RS-A03-010
70311,Move_from,Crane-1,A03,
70333,Release,,cn2,
70333,Waiting Finish,Crane-2,cn1,
70333,Move_from,Crane-2,cn1,
70341,Move_to,Crane-2,cn2,
70341,Avoiding_wait_start,Crane-2,cn2,
70347,Avoiding_wait_finish,Crane-2,cn2,
70347,Move_from,Crane-2,cn2,
70347,Move_to,Crane-1,A21,
70347,Put_down,Crane-1,A21,SP-RS-A03-010
70347,Move_from,Crane-1,A21,
70359,Move_to,Crane-2,B20,
70359,Pick_up,Crane-2,B20,SP-RT-B20-065
70359,Move_from,Crane-2,B20,
70371,Move_to,Crane-2,cn2,
70371,Put_down,Crane-2,cn2,SP-RT-B20-065
70371,Waiting Start,Crane-2,cn2,
70383,Move_to,Crane-1,B03,
70383,Pick_up,Crane-1,B03,SP-RS-B03-032
70383,Move_from,Crane-1,B03,
70433,Move_to,Crane-1,A26,
70433,Put_down,Crane-1,A26,SP-RS-B03-032
70433,Waiting Finish,Crane-2,B31,
70433,Move_from,Crane-1,A26,
70433,Waiting Start,Crane-2,B31,
70483,Move_to,Crane-1,B03,
70483,Pick_up,Crane-1,B03,SP-RS-B03-031
70483,Move_from,Crane-1,B03,
70507,Move_to,Crane-1,B15,
70507,Put_down,Crane-1,B15,SP-RS-B03-031
70507,Waiting Finish,Crane-2,B31,
70507,Move_from,Crane-1,B15,
70507,Waiting Start,Crane-2,B31,
70525,Release,,cn1,
70525,Waiting Finish,Crane-2,B31,
70525,Move_from,Crane-2,B31,
70531,Move_to,Crane-2,A28,
70531,Pick_up,Crane-2,A28,SP-RT-A28-069
70531,Move_from,Crane-2,A28,
70537,Move_to,Crane-1,B00,
70537,Pick_up,Crane-1,B00,SP-ST-B00-338
70537,Move_from,Crane-1,B00,
70547,Move_to,Crane-2,cn1,
70547,Put_down,Crane-2,cn1,SP-RT-A28-069
70547,Waiting Start,Crane-2,cn1,
70588,Release,,cn2,
70588,Waiting Finish,Crane-2,cn1,
70588,Move_from,Crane-2,cn3,
70589,Move_to,Crane-2,cn3,
70589,Avoiding_wait_start,Crane-2,cn3,
70613,Avoiding_wait_finish,Crane-2,cn3,
70613,Move_from,Crane-2,cn3,
70613,Move_to,Crane-1,A36,
70613,Put_down,Crane-1,A36,SP-ST-B00-338
70613,Move_from,Crane-1,A36,
70635,Release,,cn1,
70659,Move_to,Crane-2,B20,
70659,Pick_up,Crane-2,B20,SP-RT-B20-064
70659,Move_from,Crane-2,B20,
70671,Move_to,Crane-2,cn2,
70671,Put_down,Crane-2,cn2,SP-RT-B20-064
70671,Move_from,Crane-2,cn2,
70681,Move_to,Crane-2,B21,
70681,Pick_up,Crane-2,B21,SP-RT-B21-066
70681,Move_from,Crane-2,B21,
70683,Move_to,Crane-1,B03,
70683,Pick_up,Crane-1,B03,SP-RS-B03-030
70683,Move_to,Crane-2,cn1,
70683,Put_down,Crane-2,cn1,SP-RT-B21-066
70683,Move_from,Crane-1,B03,
70683,Waiting Start,Crane-2,cn1,
70705,Release,,cn1,
70705,Waiting Finish,Crane-2,cn1,
70705,Move_from,Crane-2,B28,
70706,Move_to,Crane-2,A28,
70706,Avoiding_wait_start,Crane-2,A28,
70727,Avoiding_wait_finish,Crane-2,A28,
70727,Move_from,Crane-2,A28,
70727,Move_to,Crane-1,B24,
70727,Put_down,Crane-1,B24,SP-RS-B03-030
70727,Move_from,Crane-1,B24,
70745,Release,,cn2,
70751,Move_to,Crane-2,A18,
70751,Pick_up,Crane-2,A18,SP-RT-A18-046
70751,Move_from,Crane-2,A18,
70759,Move_to,Crane-2,cn1,
70759,Put_down,Crane-2,cn1,SP-RT-A18-046
70759,Move_from,Crane-2,cn1,
70761,Move_to,Crane-2,B22,
70761,Pick_up,Crane-2,B22,SP-RT-B22-059
70761,Move_from,Crane-2,B22,
70767,Move_to,Crane-2,cn2,
70767,Put_down,Crane-2,cn2,SP-RT-B22-059
70767,Waiting Start,Crane-2,cn2,
70777,Move_to,Crane-1,B00,
70777,Pick_up,Crane-1,B00,SP-ST-B00-337
70777,Move_from,Crane-1,B00,
70792,Release,,cn2,
70792,Waiting Finish,Crane-2,cn2,
70792,Move_from,Crane-2,cn2,
70803,Move_to,Crane-1,A13,
70803,Put_down,Crane-1,A13,SP-ST-B00-337
70803,Move_from,Crane-1,A13,
70804,Move_to,Crane-2,A30,
70804,Pick_up,Crane-2,A30,SP-RT-A30-074
70804,Move_from,Crane-2,A30,
70816,Move_to,Crane-2,cn2,
70816,Put_down,Crane-2,cn2,SP-RT-A30-074
70816,Waiting Start,Crane-2,cn2,
70823,Move_to,Crane-1,B03,
70823,Pick_up,Crane-1,B03,SP-RS-B03-029
70823,Move_from,Crane-1,B03,
70873,Move_to,Crane-1,A26,
70873,Put_down,Crane-1,A26,SP-RS-B03-029
70873,Waiting Finish,Crane-2,A31,
70873,Move_from,Crane-1,A26,
70873,Waiting Start,Crane-2,A31,
70923,Move_to,Crane-1,B03,
70923,Pick_up,Crane-1,B03,SP-RS-B03-028
70923,Move_from,Crane-1,B03,
70935,Release,,cn1,
70935,Waiting Finish,Crane-2,A31,
70935,Move_from,Crane-2,A31,
70941,Move_to,Crane-2,A28,
70941,Avoiding_wait_start,Crane-2,A28,
70961,Release,,cn3,
70967,Avoiding_wait_finish,Crane-2,A28,
70967,Move_from,Crane-2,A28,
70967,Move_to,Crane-1,B24,
70967,Put_down,Crane-1,B24,SP-RS-B03-028
70967,Move_from,Crane-1,B24,
70987,Release,,cn2,
70991,Move_to,Crane-2,A18,
70991,Pick_up,Crane-2,A18,SP-RT-A18-045
70991,Move_from,Crane-2,A18,
70999,Move_to,Crane-2,cn1,
70999,Put_down,Crane-2,cn1,SP-RT-A18-045
70999,Move_from,Crane-2,cn1,
71017,Move_to,Crane-1,B00,
71017,Pick_up,Crane-1,B00,SP-ST-B00-336
71017,Move_from,Crane-1,B00,
71021,Release,,cn1,
71033,Move_to,Crane-1,B08,
71033,Put_down,Crane-1,B08,SP-ST-B00-336
71033,Move_from,Crane-1,B08,
71039,Move_to,Crane-2,B40,
71039,Pick_up,Crane-2,B40,SP-RT-B40-132
71039,Move_from,Crane-2,B40,
71041,Move_to,Crane-2,cn3,
71041,Put_down,Crane-2,cn3,SP-RT-B40-132
71041,Move_from,Crane-2,cn3,
71053,Move_to,Crane-2,A35,
71053,Avoiding_wait_start,Crane-2,A35,
71081,Avoiding_wait_finish,Crane-2,A35,
71081,Move_from,Crane-2,A35,
71081,Move_to,Crane-1,A30,
71081,Pick_up,Crane-1,A30,SP-RT-A30-073
71081,Move_from,Crane-1,A30,
71093,Move_to,Crane-1,cn2,
71093,Put_down,Crane-1,cn2,SP-RT-A30-073
71093,Move_from,Crane-1,cn2,
71119,Move_to,Crane-2,A18,
71119,Pick_up,Crane-2,A18,SP-RT-A18-044
71119,Move_from,Crane-2,A18,
71127,Move_to,Crane-2,cn1,
71127,Put_down,Crane-2,cn1,SP-RT-A18-044
71127,Waiting Start,Crane-2,cn1,
71145,Move_to,Crane-1,B00,
71145,Pick_up,Crane-1,B00,SP-ST-B00-335
71145,Move_from,Crane-1,B00,
71146,Release,,cn2,
71185,Waiting Finish,Crane-2,cn1,
71185,Move_from,Crane-2,A40,
71185,Move_to,Crane-2,A40,
71185,Avoiding_wait_start,Crane-2,A40,
71219,Avoiding_wait_finish,Crane-2,A40,
71219,Move_from,Crane-2,A40,
71219,Move_to,Crane-1,A35,
71219,Put_down,Crane-1,A35,SP-ST-B00-335
71219,Move_from,Crane-1,A35,
71239,Move_to,Crane-2,A30,
71239,Pick_up,Crane-2,A30,SP-RT-A30-072
71239,Move_from,Crane-2,A30,
71251,Move_to,Crane-2,cn2,
71251,Put_down,Crane-2,cn2,SP-RT-A30-072
71251,Waiting Start,Crane-2,cn2,
71281,Release,,cn2,
71281,Waiting Finish,Crane-2,cn2,
71281,Move_from,Crane-2,cn2,
71287,Move_to,Crane-1,A03,
71287,Pick_up,Crane-1,A03,SP-RS-A03-009
71287,Move_from,Crane-1,A03,
71295,Move_to,Crane-2,A19,
71295,Pick_up,Crane-2,A19,SP-RT-A19-080
71295,Move_from,Crane-2,A19,
71309,Move_to,Crane-2,cn2,
71309,Put_down,Crane-2,cn2,SP-RT-A19-080
71309,Waiting Start,Crane-2,cn2,
71311,Move_to,Crane-1,B15,
71311,Put_down,Crane-1,B15,SP-RS-A03-009
71311,Waiting Finish,Crane-2,cn2,
71311,Move_from,Crane-1,B15,
71311,Waiting Start,Crane-2,cn2,
71314,Release,,cn2,
71314,Waiting Finish,Crane-2,cn2,
71314,Move_from,Crane-2,cn2,
71325,Move_to,Crane-1,A08,
71325,Pick_up,Crane-1,A08,SP-RS-A08-010
71325,Move_from,Crane-1,A08,
71326,Move_to,Crane-2,B20,
71326,Pick_up,Crane-2,B20,SP-RT-B20-063
71326,Move_from,Crane-2,B20,
71332,Release,,cn1,
71333,Move_to,Crane-1,A04,
71333,Put_down,Crane-1,A04,SP-RS-A08-010
71333,Move_from,Crane-1,A04,
71338,Move_to,Crane-2,cn2,
71338,Put_down,Crane-2,cn2,SP-RT-B20-063
71338,Move_from,Crane-2,cn2,
71344,Move_to,Crane-2,A22,
71344,Avoiding_wait_start,Crane-2,A22,
71361,Avoiding_wait_finish,Crane-2,A22,
71361,Move_from,Crane-2,A22,
71361,Move_to,Crane-1,A18,
71361,Pick_up,Crane-1,A18,SP-RT-A18-043
71361,Move_from,Crane-1,A18,
71366,Release,,cn2,
71391,Move_to,Crane-2,A08,
71391,Pick_up,Crane-2,A08,SP-RS-A08-009
71391,Move_to,Crane-1,A03,
71391,Move_from,Crane-1,A03,
71391,Move_from,Crane-2,A08,
71425,Move_to,Crane-2,B24,
71425,Put_down,Crane-2,B24,SP-RS-A08-009
71425,Move_from,Crane-2,B24,
71429,Move_to,Crane-1,cn1,
71429,Put_down,Crane-1,cn1,SP-RT-A18-043
71429,Move_from,Crane-1,cn1,
71439,Move_to,Crane-2,A30,
71439,Pick_up,Crane-2,A30,SP-RT-A30-071
71439,Move_from,Crane-2,A30,
71442,Release,,cn1,
71451,Move_to,Crane-2,cn2,
71451,Put_down,Crane-2,cn2,SP-RT-A30-071
71451,Move_from,Crane-2,cn2,
71458,Release,,cn2,
71469,Move_to,Crane-2,B17,
71469,Pick_up,Crane-2,B17,SP-RT-B17-081
71469,Move_from,Crane-2,B17,
71473,Move_to,Crane-1,B00,
71473,Pick_up,Crane-1,B00,SP-ST-B00-334
71473,Move_from,Crane-1,B00,
71479,Move_to,Crane-2,cn1,
71479,Put_down,Crane-2,cn1,SP-RT-B17-081
71479,Move_from,Crane-2,cn1,
71485,Move_to,Crane-2,A24,
71485,Pick_up,Crane-2,A24,SP-RT-A24-075
71485,Move_from,Crane-2,A24,
71487,Move_to,Crane-2,cn2,
71487,Put_down,Crane-2,cn2,SP-RT-A24-075
71487,Move_from,Crane-2,cn2,
71519,Move_to,Crane-2,A40,
71519,Avoiding_wait_start,Crane-2,A40,
71547,Avoiding_wait_finish,Crane-2,A40,
71547,Move_from,Crane-2,A40,
71547,Move_to,Crane-1,A35,
71547,Put_down,Crane-1,A35,SP-ST-B00-334
71547,Move_from,Crane-1,A35,
71615,Move_to,Crane-2,A08,
71615,Pick_up,Crane-2,A08,SP-RS-A08-008
71615,Move_to,Crane-1,B03,
71615,Pick_up,Crane-1,B03,SP-RS-B03-027
71615,Move_from,Crane-2,A08,
71615,Move_from,Crane-1,B03,
71619,Move_to,Crane-1,A01,
71619,Put_down,Crane-1,A01,SP-RS-B03-027
71619,Move_from,Crane-1,A01,
71623,Move_to,Crane-1,A03,
71623,Pick_up,Crane-1,A03,SP-RS-A03-008
71623,Move_from,Crane-1,A03,
71634,Release,,cn1,
71649,Move_to,Crane-2,B24,
71649,Put_down,Crane-2,B24,SP-RS-A08-008
71649,Move_from,Crane-2,B24,
71665,Move_to,Crane-2,B31,
71665,Avoiding_wait_start,Crane-2,B31,
71673,Avoiding_wait_finish,Crane-2,B31,
71673,Move_from,Crane-2,B31,
71673,Move_to,Crane-1,A26,
71673,Put_down,Crane-1,A26,SP-RS-A03-008
71673,Move_from,Crane-1,A26,
71705,Move_to,Crane-2,B17,
